0,0,19.1
-3,5,19.1
3,2,19.1
-2,3,19.1
-1,1,19.1
2,-2,19.1
-3,7,19.1
3,4,19.1
1,0,19.1
-3,4,19.1
1,0,19.1
-3,3,19.1
-1,3,19.1
2,0,19.1
-3,3,19.1
1,-1,19.1
-1,5,19.1
1,2,19.1
3,-1,19.1
-2,3,19.1
2,-2,19.1
-2,6,19.1
1,3,19.1
-1,2,19.1
-1,1,19.1
-2,3,19.1
0,1,19.1
2,-1,19.1
-3,3,19.1
2,-2,19.1
-3,3,19.1
1,0,19.1
-1,1,19.1
-1,1,19.1
-3,1,19.1
-1,0,19.1
1,-2,19.1
-3,2,19.1
1,-2,19.1
-3,3,19.1
1,0,19.1
-1,1,19.1
-1,1,19.1
1,-1,19.1
-5,1,19.1
1,-3,19.1
-3,2,19.1
1,-2,19.1
-3,3,19.1
1,-1,19.1
-1,1,19.1
-1,1,19.1
1,-1,19.1
0,5,19.1
3,-1,19.1
-1,2,19.1
0,1,19.1
3,2,19.1
3,1,19.1
1,0,19.1
0,2,19.1
1,-1,19.1
0,2,19.1
3,-2,19.1
1,-1,19.1
-1,2,19.1
2,-2,19.1
0,3,19.1
1,0,19.1
3,-3,19.1
-2,3,19.1
2,-2,19.1
2,2,19.1
3,-1,19.1
2,0,19.1
1,1,19.1
1,-1,19.1
0,1,19.1
2,-2,19.1
-1,2,19.1
2,-1,19.1
0,4,19.1
4,-1,19.1
0,2,19.1
-1,1,19.1
2,-2,19.1
-4,2,19.1
1,-2,19.1
-1,1,19.1
-1,1,19.1
-1,0,19.1
1,-2,19.1
0,-1,19.1
-2,2,19.1
1,-1,19.1
-4,3,19.1
1,-1,19.1
-1,1,19.1
-1,0,19.1
0,-1,19.1
-3,0,19.1
1,-3,19.1
-2,2,19.1
1,-2,19.1
-3,2,19.1
0,0,19.1
-1,0,19.1
-1,1,19.1
1,-1,19.1
-4,-1,19.1
1,-3,19.1
-1,1,19.1
-1,0,19.1
-3,0,19.1
-1,-1,19.1
1,-4,19.1
-3,2,19.1
1,-2,19.1
-2,3,19.1
2,-2,19.1
-1,1,19.1
-1,1,19.1
2,-2,19.1
-2,2,19.1
2,-3,19.1
-1,1,19.1
0,0,19.1
-1,2,19.1
0,2,19.1
2,-1,19.1
-2,2,19.1
