0,0,16.2
0,0,16.2
-4,5,16.2
-2,5,16.2
0,-1,16.2
1,-2,16.2
-1,3,16.2
0,-1,16.2
-2,2,16.2
-2,6,16.2
-1,3,16.2
0,0,16.2
-1,3,16.2
0,-1,16.2
3,5,16.2
0,5,16.2
2,-2,16.2
0,2,16.2
0,1,16.2
2,0,16.2
0,6,16.2
-1,5,16.2
2,-2,16.2
-1,4,16.2
3,-3,16.2
0,4,16.2
0,5,16.2
1,-3,16.2
-1,5,16.2
1,-2,16.2
2,1,16.2
-1,5,16.2
1,-3,16.2
1,-3,16.2
0,3,16.2
1,-2,16.2
-1,5,16.2
-1,4,16.2
0,0,16.2
1,0,16.2
3,-3,16.2
1,3,16.2
1,3,16.2
0,1,16.2
-1,4,16.2
0,-1,16.2
2,0,16.2
-1,5,16.2
2,-5,16.2
-1,3,16.2
0,0,16.2
0,-2,16.2
-1,5,16.2
-1,4,16.2
1,-3,16.2
-1,3,16.2
1,-4,16.2
-1,3,16.2
-1,5,16.2
1,-4,16.2
-1,5,16.2
0,-1,16.2
0,-4,16.2
-3,7,16.2
1,-1,16.2
1,-3,16.2
-1,5,16.2
1,-6,16.2
-2,3,16.2
-1,3,16.2
1,-3,16.2
-1,2,16.2
1,-2,16.2
-1,-5,16.2
-2,3,16.2
-1,-3,16.2
-1,2,16.2
-1,3,16.2
0,-2,16.2
-1,4,16.2
1,-1,16.2
1,-4,16.2
-1,4,16.2
0,-1,16.2
2,-4,16.2
0,3,16.2
0,0,16.2
0,5,16.2
0,2,16.2
2,-5,16.2
1,1,16.2
0,3,16.2
1,-3,16.2
0,2,16.2
0,0,16.2
3,2,16.2
0,3,16.2
1,-4,16.2
0,0,16.2
0,3,16.2
2,-4,16.2
0,3,16.2
2,-2,16.2
-1,3,16.2
0,0,16.2
2,-4,16.2
0,3,16.2
8,2,16.2
1,-2,16.2
-10,4,16.2
8,2,16.2
-1,-2,16.2
3,3,16.2
-3,-1,16.2
1,-3,16.2
1,0,16.2
-1,4,16.2
-1,5,16.2
0,-3,16.2
0,2,16.2
0,1,16.2
1,-4,16.2
0,5,16.2
0,3,16.2
0,-2,16.2
-1,4,16.2
0,1,16.2
2,5,16.2
1,-4,16.2
1,-1,16.2
-1,5,16.2
2,-5,16.2
0,5,16.2
0,6,16.2
1,-3,16.2
0,1,16.2
0,2,16.2
1,-5,16.2
0,6,16.2
0,1,16.2
0,-2,16.2
0,4,16.2
0,1,16.2
3,6,16.2
1,-1,16.2
1,-3,16.2
0,2,16.2
0,2,16.2
3,1,16.2
0,5,16.2
1,-2,16.2
0,-1,16.2
0,3,16.2
2,-4,16.2
0,5,16.2
1,3,16.2
0,-3,16.2
0,3,16.2
0,2,16.2
2,1,16.2
0,4,16.2
1,-3,16.2
0,-1,16.2
0,1,16.2
0,3,16.2
0,6,16.2
0,-1,16.2
0,-1,16.2
0,1,16.2
-1,-2,16.2
-1,5,16.2
-1,1,16.2
0,-2,16.2
0,4,16.2
0,-2,16.2
0,6,16.2
0,1,16.2
0,-2,16.2
0,3,16.2
0,-4,16.2
0,3,16.2
0,4,16.2
0,-1,16.2
0,1,16.2
-1,-1,16.2
-1,-3,16.2
-1,7,16.2
0,-2,16.2
0,1,16.2
0,3,16.2
-1,-3,16.2
-1,6,16.2
-1,0,16.2
0,-3,16.2
