0,0,20.9
3,6,20.9
-2,6,20.9
1,2,20.9
1,2,20.9
-2,0,20.9
1,1,20.9
0,0,20.9
0,0,20.9
1,0,20.9
1,5,20.9
-1,4,20.9
0,3,20.9
1,1,20.9
-1,1,20.9
1,1,20.9
0,0,20.9
1,4,20.9
-1,3,20.9
-1,2,20.9
2,2,20.9
-1,0,20.9
0,0,20.9
0,0,20.9
0,5,20.9
-1,5,20.9
0,2,20.9
0,1,20.9
0,0,20.9
0,0,20.9
1,6,20.9
-1,1,20.9
2,2,20.9
-1,0,20.9
0,0,20.9
3,4,20.9
-2,1,20.9
1,1,20.9
1,1,20.9
-1,0,20.9
3,3,20.9
-2,0,20.9
2,1,20.9
0,0,20.9
-1,0,20.9
3,1,20.9
-1,0,20.9
1,0,20.9
0,0,20.9
2,1,20.9
0,0,20.9
1,1,20.9
0,0,20.9
1,2,20.9
-1,0,20.9
1,1,20.9
0,0,20.9
1,1,20.9
1,1,20.9
0,1,20.9
1,1,20.9
2,1,20.9
0,0,20.9
1,1,20.9
1,0,20.9
2,0,20.9
0,0,20.9
1,1,20.9
0,0,20.9
3,1,20.9
1,0,20.9
0,0,20.9
1,1,20.9
2,0,20.9
1,0,20.9
1,1,20.9
1,0,20.9
1,0,20.9
-1,-1,20.9
1,0,20.9
1,0,20.9
1,0,20.9
1,0,20.9
0,0,20.9
1,0,20.9
0,0,20.9
0,2,20.9
-1,0,20.9
1,1,20.9
-1,1,20.9
-1,1,20.9
0,1,20.9
0,0,20.9
0,1,20.9
-1,0,20.9
1,1,20.9
0,0,20.9
0,1,20.9
-1,0,20.9
0,0,20.9
0,0,20.9
-1,1,20.9
-1,1,20.9
-1,0,20.9
1,1,20.9
-2,1,20.9
-1,0,20.9
0,0,20.9
0,0,20.9
-1,1,20.9
-1,0,20.9
-1,0,20.9
0,1,20.9
-1,1,20.9
-1,0,20.9
-1,1,20.9
0,0,20.9
1,0,20.9
1,5,20.9
-1,1,20.9
-1,1,20.9
-1,0,20.9
0,0,20.9
-1,1,20.9
-1,0,20.9
-1,0,20.9
0,0,20.9
-1,0,20.9
-2,-1,20.9
0,0,20.9
0,0,20.9
-1,0,20.9
-1,-1,20.9
-1,-1,20.9
0,0,20.9
-1,0,20.9
-1,-1,20.9
0,0,20.9
0,0,20.9
-1,1,20.9
-1,0,20.9
-1,0,20.9
0,0,20.9
-2,1,20.9
-1,0,20.9
0,0,20.9
0,0,20.9
-1,1,20.9
0,1,20.9
-1,0,20.9
0,0,20.9
0,1,20.9
0,1,20.9
0,1,20.9
0,0,20.9
1,0,20.9
0,0,20.9
0,0,20.9
0,0,20.9
0,1,20.9
0,0,20.9
0,0,20.9
1,0,20.9
0,0,20.9
0,1,20.9
0,0,20.9
0,0,20.9
0,1,20.9
-1,0,20.9
0,0,20.9
0,0,20.9
-1,0,20.9
-1,0,20.9
-1,0,20.9
0,0,20.9
0,1,20.9
-1,0,20.9
0,1,20.9
0,0,20.9
0,1,20.9
0,0,20.9
0,0,20.9
0,0,20.9
0,0,20.9
2,1,20.9
0,0,20.9
1,0,20.9
1,1,20.9
0,1,20.9
0,1,20.9
0,0,20.9
0,0,20.9
1,1,20.9
0,0,20.9
0,0,20.9
0,0,20.9
2,2,20.9
0,0,20.9
0,0,20.9
1,1,20.9
0,0,20.9
